Total Number of Aligned Reads:	9779344	Total Number of Mapped Genomes:	18900							
Genome	Final Guess	Final Best Hit	Final Best Hit Read Numbers	Final High Confidence Hits	Final Low Confidence Hits	Initial Guess	Initial Best Hit	Initial Best Hit Read Numbers	Initial High Confidence Hits	Initial Low Confidence Hits
ti|553174|BACT_894|gi|302344773|ref|NC_014370.1|	0.108654036	0.076299596	746160	0.076289473	1.01E-05	0.075312304	0.051431997	502971.1876	0.057095752	0.001566056
ti|680646|BACT_1624|gi|283457089|ref|NC_013715.1|	0.107864411	0.146446531	1432151	0.146445713	8.18E-07	0.056022258	0.078115191	763915.3213	0.090201449	0.00380772
ti|546268|BACT_810|gi|260590250|ref|NZ_ACEO02000001.1|	0.091396225	0.064903944	634718	0.064888708	1.52E-05	0.075942515	0.040770535	398709.0822	0.037382058	0.008162306
ti|553174|BACT_894|gi|302346166|ref|NC_014371.1|	0.064206546	0.050333028	492224	0.05032945	3.58E-06	0.045274563	0.03419356	334390.5865	0.037521331	0.00130745
ti|398578|BACT_462|gi|160895450|ref|NC_010002.1|	0.056028433	0.026433982	258507	0.026433777	2.05E-07	0.055758641	0.026166637	255892.5424	0.026114533	0.000186413
ti|546268|BACT_810|gi|260590251|ref|NZ_ACEO02000002.1|	0.050547341	0.036213677	354146	0.036190055	2.36E-05	0.04086788	0.021100233	206346.433	0.019325427	0.004348144
ti|546268|BACT_810|gi|260590252|ref|NZ_ACEO02000003.1|	0.041063382	0.024955355	244047	0.024946356	9.00E-06	0.036149444	0.016622174	162553.9601	0.01551464	0.002530845
ti|546268|BACT_810|gi|260590256|ref|NZ_ACEO02000007.1|	0.033548598	0.019980788	195399	0.01997363	7.16E-06	0.021435575	0.010471046	102399.9636	0.008808464	0.00514513
ti|546268|BACT_810|gi|260590253|ref|NZ_ACEO02000004.1|	0.027370195	0.017779107	173868	0.017771642	7.46E-06	0.023448489	0.011262674	110141.5678	0.010311326	0.002220088
ti|546268|BACT_810|gi|260590255|ref|NZ_ACEO02000006.1|	0.026372466	0.014280917	139658	0.014270896	1.00E-05	0.024447696	0.010182306	99576.27779	0.009623549	0.001365429
ti|546268|BACT_810|gi|260590254|ref|NZ_ACEO02000005.1|	0.022896733	0.015025445	146939	0.015014504	1.09E-05	0.020130251	0.009981715	97614.62294	0.009351957	0.00147423
ti|553201|BACT_1016|gi|255326628|ref|NZ_ACVO01000015.1|	0.019072099	0.021865782	213833	0.021865782	0	0.028716982	0.035073063	342991.5482	0.037784641	0.001314096
ti|546268|BACT_810|gi|260590261|ref|NZ_ACEO02000012.1|	0.017582336	0.010616459	103822	0.010608892	7.57E-06	0.01593432	0.007295299	71343.23806	0.006824077	0.001036982
ti|546268|BACT_810|gi|260590259|ref|NZ_ACEO02000010.1|	0.017091419	0.010867907	106281	0.010850626	1.73E-05	0.015197027	0.007262241	71019.95722	0.006821521	0.001142817
ti|525381|BACT_1114|gi|298501502|ref|NC_014251.1|	0.016520529	0.033793473	330478	0.033159893	0.00063358	0.003038969	0.005608797	54850.35392	0.000193878	0.022015792
ti|469621|BACT_1399|gi|294782037|ref|NZ_GG770381.1|	0.014888739	0.013167141	128766	0.013159778	7.36E-06	0.014273488	0.012517876	122416.6163	0.012382017	0.000348796
ti|469621|BACT_1399|gi|294782986|ref|NZ_GG770383.1|	0.014652304	0.013299052	130056	0.013227779	7.13E-05	0.014299524	0.012711294	124308.1179	0.012606572	0.000279978
ti|546268|BACT_810|gi|260590257|ref|NZ_ACEO02000008.1|	0.014055793	0.010101393	98785	0.010083192	1.82E-05	0.012337762	0.006475756	63328.64309	0.005985473	0.001192105
ti|546268|BACT_810|gi|260590262|ref|NZ_ACEO02000013.1|	0.013671874	0.010346911	101186	0.010340264	6.65E-06	0.011034373	0.006181374	60449.78539	0.005572357	0.001473514
ti|546268|BACT_810|gi|260590258|ref|NZ_ACEO02000009.1|	0.012698807	0.012468935	121938	0.012448176	2.08E-05	0.010388941	0.008225653	80441.49509	0.007599794	0.001576282
ti|553201|BACT_1016|gi|255327227|ref|NZ_ACVO01000017.1|	0.012253014	0.010560218	103272	0.010560218	0	0.016086842	0.016437949	160752.3561	0.017585638	0.000222305
ti|365659|BACT_1638|gi|289166909|ref|NC_013853.1|	0.012126996	0.032633068	319130	0.03240657	0.000226498	0.007310173	0.026769351	261786.6917	0.023649541	0.008187973
ti|546268|BACT_810|gi|260590263|ref|NZ_ACEO02000014.1|	0.011278303	0.007931411	77564	0.007924151	7.26E-06	0.009844689	0.005397386	52782.89355	0.004930597	0.001061421
ti|479436|BACT_1214|gi|269797069|ref|NC_013520.1|	0.010115704	0.046858256	458243	0.046797515	6.07E-05	0.003599367	0.019275987	188506.5047	0.014158721	0.01668844
ti|546268|BACT_810|gi|260590265|ref|NZ_ACEO02000016.1|	0.008854017	0.003724278	36421	0.003707713	1.66E-05	0.00758685	0.002754429	26936.51074	0.002533606	0.00104281
ti|546268|BACT_810|gi|260590260|ref|NZ_ACEO02000011.1|	0.007674288	0.00621964	60824	0.006217697	1.94E-06	0.006785895	0.004228018	41347.24465	0.003872857	0.0009064
ti|546268|BACT_810|gi|260590268|ref|NZ_ACEO02000019.1|	0.007365121	0.002666948	26081	0.002663267	3.68E-06	0.006134313	0.00196674	19233.42527	0.001698273	0.000682459
ti|553201|BACT_1016|gi|255326394|ref|NZ_ACVO01000009.1|	0.006757199	0.005833622	57049	0.005833622	0	0.011859778	0.01205152	117855.9603	0.013326047	0.000142545
ti|553201|BACT_1016|gi|255327566|ref|NZ_ACVO01000025.1|	0.006682361	0.006297662	61587	0.006297662	0	0.011955828	0.013318307	130244.3095	0.014812548	0.00012915
ti|575612|BACT_1457|gi|288801553|ref|NZ_GG740010.1|	0.00643247	0.003859666	37745	0.003857007	2.66E-06	0.011627029	0.009882558	96644.9373	0.0114205	0.001249368
ti|553201|BACT_1016|gi|255326058|ref|NZ_ACVO01000004.1|	0.006174338	0.005496176	53749	0.005496176	0	0.009964819	0.010634451	103997.954	0.011666018	0.000183141
ti|546268|BACT_810|gi|260590266|ref|NZ_ACEO02000017.1|	0.004831559	0.002932303	28676	0.002931383	9.20E-07	0.004315302	0.002257316	22075.06656	0.002123149	0.000335605
